trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
176,False,"{'a': 0.5, 'e': 0.17052743088958636}",25,4,-7.280212643568556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.1688221565806905}",25,0,37.90790228213166,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.1671339350148836}",25,0,-8.389578953094228,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.16546259566473476}",20,0,14.6725012663404,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.16380796970808742}",20,0,3.231221324157274,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.16216989001100654}",20,0,25.833411340513997,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.16054819111089647}",30,22,16.679412448162925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.1589427091997875}",30,15,24.623843404169275,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778962}",25,0,-7.523390877813189,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.15577974928671173}",30,0,13.450021360667021,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.15422195179384462}",20,0,14.577323722384037,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.15267973227590617}",30,8,29.471641713290026,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1511529349531471}",25,0,33.0005917081906,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.14964140560361563}",25,0,14.457093398428485,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.14814499154757946}",20,7,19.978033246393736,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14666354163210368}",35,8,36.22460057865996,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14519690621578263}",25,0,10.389784569594378,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.1437449371536248}",20,0,31.15787048177152,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.14230748778208857}",30,0,31.028481726764856,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.14088441290426768}",25,0,-30.052799893389547,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.139475568775225}",30,0,-55.341245584499354,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.13808081308747275}",30,8,34.41071695877913,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.136700004956598}",25,0,28.841975031834963,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.13533300490703204}",25,0,18.038075829257462,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.13397967485796172}",25,0,-56.41836528159633,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.1326398781093821}",20,7,23.830116980774008,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13131347932828827}",25,0,29.832439073460854,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.1300003445350054}",35,12,-30.888273089548942,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.12870034108965533}",20,0,24.159548073582545,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.1274133376787588}",20,0,-57.385712237219025,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
206,False,"{'a': 0.5, 'e': 0.12613920430197118}",25,12,21.54604139059116,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12487781225895148}",25,0,-22.844057275653007,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.12362903413636196}",30,15,18.165430286630773,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499834}",20,0,-24.92899318155672,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.12116881635704835}",25,0,-15.213271479603357,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
211,False,"{'a': 0.5, 'e': 0.11995712819347787}",25,0,12.31414079852031,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.11875755691154309}",20,0,19.979731417478703,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.11756998134242766}",20,0,15.468568056778716,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.11639428152900338}",25,0,31.583907994827133,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.11523033871371334}",30,10,30.596949385210543,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11407803532657622}",20,0,32.618468818225615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.11293725497331045}",25,0,27.422026980764674,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.11180788242357734}",25,0,5.437917842012386,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.11068980359934157}",30,0,30.43801205526957,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.10958290556334815}",20,0,-10.111170694684459,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.10848707650771466}",20,6,24.696772665023673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10740220574263752}",20,7,-21.431374287357553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.10632818368521114}",30,0,35.116438160509595,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.10526490184835903}",25,4,29.857770214519373,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10421225282987544}",20,0,-58.42082231052755,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
226,False,"{'a': 0.5, 'e': 0.10317013030157668}",25,0,23.1712469958824,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.10213842899856092}",20,0,-38.36378719826251,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.10111704470857531}",30,0,33.084732180697344,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.10010587426148955}",20,6,18.84721136528011,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.09910481551887466}",20,0,6.535036867091847,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.0981137673636859}",30,0,15.030525311850209,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.09713262969004906}",20,0,24.370375376230808,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.09616130339314856}",20,16,4.8533503821364326,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09519969035921708}",20,0,4.008630755692291,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.0942476934556249}",20,0,21.576731363909982,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.09330521652106866}",25,0,30.898799300738403,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.09237216435585796}",20,0,8.927177033915529,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.09144844271229938}",30,0,29.599226472474367,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.0905339582851764}",20,0,23.54281883419916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.08962861870232462}",20,0,27.171294513015898,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.08873233251530138}",30,0,-6.479704902483972,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.08784500919014836}",20,0,-0.9380300259066983,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.08696655909824688}",25,0,11.291281138668488,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.0860968935072644}",25,0,12.50194391823921,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.08523592457219176}",20,11,19.172146330227843,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.08438356532646984}",30,4,30.03475790584161,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08353972967320515}",20,16,7.8948778761419005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.0827043323764731}",25,9,-18.459174798208736,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.08187728905270836}",30,0,-24.115988195309885,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.08105851616218128}",20,7,22.930756786129987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08024793100055946}",20,8,20.22761196850677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.07944545169055386}",20,0,-92.84870774535639,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
253,False,"{'a': 0.5, 'e': 0.07865099717364833}",25,13,16.74834869917032,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07786448720191184}",20,0,27.662840031440787,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.07708584232989273}",20,3,16.027754779589102,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.0763149839065938}",25,13,-42.780279403536596,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.07555183406752786}",25,8,23.992602650338483,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07479631572685258}",20,9,8.969707796290317,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07404835256958406}",30,0,44.66509710345719,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.07330786904388821}",20,4,24.589037872371343,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07257479035344933}",35,25,-5.339942005546122,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07184904244991484}",20,0,-2.889505802577951,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.07113055202541568}",20,0,30.418262136971514,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.07041924650516153}",20,0,21.100571730953224,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
265,False,"{'a': 0.5, 'e': 0.06971505404010991}",25,2,31.847605538178044,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06901790349970881}",25,0,19.89794710009172,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.06832772446471172}",20,4,-30.738742745258218,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.0676444472200646}",20,0,31.564976672855323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.06696800274786396}",20,15,10.462933368377419,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06629832272038531}",35,20,4.360353677769011,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318147}",20,0,24.137616766978127,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.06497898609824965}",35,0,49.65151667620681,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.06432919623726716}",20,14,1.7508364827377987,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489448}",20,0,-20.297989466411142,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.06304904523214554}",20,0,22.092072174702544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.06241855477982408}",20,4,12.813463165321933,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06179436923202584}",25,0,19.673271161756706,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.06117642553970558}",20,0,24.141985282730598,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.06056466128430853}",25,0,-19.425772739606764,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.05995901467146544}",25,0,-26.090707361437094,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
281,False,"{'a': 0.5, 'e': 0.059359424524750785}",25,3,15.085451541254937,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05876583027950327}",30,0,-2.648216545389948,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
283,False,"{'a': 0.5, 'e': 0.05817817197670824}",30,0,16.099286147815057,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.05759639025694116}",25,0,20.56881318754806,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.057020426354371746}",20,0,29.920860391976742,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.5, 'e': 0.05645022209082803}",25,0,23.516256307620633,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.05588571986991975}",25,1,29.17705591567815,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05532686267122055}",20,0,23.889996007555315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.05477359404450834}",25,0,-22.06728390044707,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.05422585810406326}",25,10,-5.512990604250162,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05368359952302263}",20,0,32.581900930981114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.0531467635277924}",30,0,40.92754177881582,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.05261529589251448}",25,0,18.684265962271205,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.05208914293358933}",20,7,17.425840492446763,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05156825150425344}",25,0,30.004547657782076,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.0510525689892109}",30,0,37.17696992620441,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.050542043299318794}",25,0,26.98837713487986,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.050036622866325604}",20,0,28.41673862948692,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.04953625663766235}",20,0,-10.761209281875907,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1,True,"{'a': 0, 'e': 0}",25,10,25.591011487655734,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,9,20.461648459441424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,6,30.711695528255635,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,15,24.44500132443247,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,36.17569497035677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",25,9,27.41700074741243,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,9,19.960059043480175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,0,23.153916552750523,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,0,24.618736375442303,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,0,27.199658939072762,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
